student_id,age,attendance_percentage,current_gpa,failed_subjects,backlogs,assignment_completion_percentage,internal_assessment_marks,exam_score,lms_activity_score,fee_pending,counseling_sessions,dropout
STU2481,21,70.0,7.47,0,0,64.2,70.8,57.7,53.3,0,0,0
STU1288,21,100.0,6.12,0,0,55.7,84.1,49.6,41.4,1,0,0
STU1949,21,84.7,6.77,0,0,61.2,66.7,41.6,74.0,1,0,0
STU2986,20,68.5,7.37,1,1,95.3,48.1,69.2,56.9,0,1,0
STU2369,22,79.6,6.81,2,2,79.1,87.1,75.7,79.4,0,0,0
STU2147,21,86.0,8.39,0,0,55.7,67.0,53.2,77.0,0,2,0
STU1706,19,73.9,7.38,1,0,100.0,66.4,53.8,22.3,0,2,0
STU2727,19,78.7,5.09,0,0,55.5,56.9,80.9,57.6,0,2,0
STU2702,20,65.3,7.94,3,3,79.4,64.4,71.5,66.6,0,2,0
STU2629,21,90.7,7.47,0,0,85.6,43.6,73.2,96.8,0,1,0
STU2600,19,92.8,6.47,0,0,75.9,67.5,36.4,58.3,1,0,0
STU2539,19,86.4,7.36,2,2,82.6,63.9,62.8,72.7,0,2,0
STU2406,21,61.0,7.96,0,0,94.3,54.9,86.9,35.8,0,0,0
STU2651,20,93.2,7.19,1,1,100.0,60.5,53.0,55.0,0,1,0
STU1328,20,93.6,7.27,1,2,64.0,67.5,76.5,67.8,1,0,0
STU1443,21,64.3,6.76,1,0,84.2,70.2,88.7,81.0,0,0,0
STU1775,21,70.9,6.56,0,0,87.8,62.5,71.8,59.4,0,2,0
STU2088,18,65.1,6.07,0,0,100.0,76.1,80.9,55.9,0,0,0
STU2221,20,93.1,7.73,1,1,75.4,92.8,82.2,56.1,0,0,0
STU2636,22,60.5,4.45,2,1,60.6,65.3,50.2,50.5,0,1,0
STU1178,21,82.1,7.14,3,3,63.7,65.5,83.0,73.9,0,1,0
STU2323,20,78.0,6.15,1,2,89.4,64.9,55.2,75.0,0,0,0
STU1705,22,78.5,7.53,0,2,52.2,58.7,74.7,80.6,0,1,0
STU1087,20,74.9,5.98,0,0,76.3,57.4,60.0,45.6,0,1,0
STU2884,21,90.8,6.74,1,1,62.6,55.9,62.7,59.6,1,0,0
STU2948,19,52.4,5.91,2,2,68.6,55.7,47.9,58.9,0,0,0
STU1458,19,68.7,6.53,2,2,64.9,56.9,58.8,67.4,0,0,0
STU2829,19,78.8,6.41,3,3,98.9,75.8,80.1,58.9,0,0,0
STU1055,20,80.4,7.37,1,1,49.4,61.7,75.9,71.9,0,2,0
STU2502,20,91.9,4.57,0,0,79.7,78.8,45.4,82.6,0,0,0
STU1644,21,64.5,6.78,0,0,62.6,65.9,66.1,39.3,0,1,1
STU1678,21,82.1,7.6,2,2,91.3,60.3,62.2,81.2,0,0,0
STU1222,21,66.8,7.34,0,0,78.4,38.6,60.4,58.1,0,0,0
STU1114,19,78.4,7.35,1,1,72.7,55.7,57.7,46.3,1,1,0
STU1983,21,73.7,5.09,1,0,55.2,57.6,60.4,54.7,0,0,0
STU2229,21,83.4,7.17,1,2,85.1,68.3,73.3,60.9,0,1,0
STU2000,22,72.0,5.91,1,3,100.0,63.0,69.2,48.6,0,1,0
STU1175,19,80.0,5.73,1,0,53.7,72.3,73.7,100.0,0,0,0
STU1782,20,68.1,8.03,0,0,86.3,59.6,53.9,65.6,1,0,0
STU1590,23,83.5,6.34,0,0,65.1,63.3,35.0,76.4,0,1,0
STU2560,20,66.1,5.46,0,0,73.4,70.0,51.0,86.0,0,1,0
STU1019,22,83.0,6.48,2,2,59.1,80.1,70.6,60.4,0,1,0
STU1424,19,70.8,6.1,0,0,87.0,66.4,66.2,70.6,1,0,0
STU2344,20,85.4,4.78,0,1,97.2,49.4,91.5,43.3,0,3,0
STU1286,20,80.4,8.49,0,0,78.7,58.1,62.1,45.3,0,0,0
STU2584,20,75.3,5.75,2,1,62.3,49.2,64.0,100.0,1,2,0
STU1429,19,75.8,6.61,1,1,68.5,52.1,60.5,60.4,0,0,0
STU2510,21,63.6,7.23,0,0,71.5,53.3,57.1,81.4,0,0,0
STU2319,19,89.6,4.87,1,2,85.3,44.4,67.3,49.6,0,0,0
STU1670,18,68.1,6.01,3,3,79.3,73.7,81.4,78.3,0,0,0
STU1032,20,70.1,6.34,1,0,72.4,71.1,95.0,62.8,0,2,0
STU1941,21,95.7,7.17,1,2,87.5,52.2,81.2,62.6,0,1,0
STU1723,18,55.2,6.75,0,0,69.5,79.5,68.7,58.7,0,0,0
STU1995,20,70.2,7.23,2,1,95.9,73.2,60.5,41.9,0,2,0
STU1215,20,65.6,6.68,0,0,66.2,72.8,45.8,59.5,0,2,0
STU1814,20,69.6,6.76,0,0,72.6,85.7,73.7,72.1,0,1,0
STU1327,18,49.4,7.85,0,0,97.9,55.6,53.5,61.6,0,1,0
STU1561,20,80.3,7.44,0,0,62.1,56.1,64.3,93.3,0,0,0
STU2113,19,95.4,6.81,0,0,100.0,46.1,44.3,33.4,0,0,0
STU1701,22,86.3,7.59,0,1,90.8,55.8,67.1,30.1,1,0,0
STU2579,18,82.7,5.95,0,0,90.1,69.6,75.0,83.6,0,0,0
STU2190,20,59.7,5.76,1,2,86.9,60.0,57.0,44.0,0,0,0
STU1342,21,73.7,7.92,0,0,57.1,66.4,68.3,65.9,1,0,0
STU1630,18,75.5,5.77,1,1,100.0,69.8,50.8,52.3,0,0,0
STU1148,20,87.2,8.79,0,0,67.2,79.0,73.1,49.8,0,0,0
STU2310,20,70.7,7.51,1,1,78.3,80.4,43.0,51.4,0,1,0
STU1361,20,94.8,7.15,0,0,71.3,54.0,76.3,70.7,0,0,0
STU1084,20,77.9,6.43,0,0,82.6,66.8,46.2,47.8,0,1,0
STU1049,21,77.2,6.62,1,2,70.4,60.3,64.9,59.9,0,1,0
STU1469,22,83.9,9.23,2,2,83.8,58.7,55.2,92.6,0,3,0
STU1156,23,83.2,6.24,2,2,91.3,61.6,55.5,35.8,0,0,0
STU1773,21,73.1,6.46,0,0,76.9,63.9,44.8,69.1,0,3,0
STU2240,23,62.2,6.61,0,0,68.4,71.0,53.0,87.4,0,0,0
STU2201,19,69.1,7.05,2,1,65.9,93.6,70.2,62.0,0,2,0
STU2403,20,67.4,5.48,1,1,91.8,61.2,32.7,66.2,0,0,1
STU2203,21,72.3,5.86,0,1,69.2,70.9,79.5,44.5,0,0,0
STU2631,19,84.7,4.8,0,0,80.2,64.5,61.9,87.8,0,0,0
STU1501,22,82.6,5.31,1,1,44.0,52.2,73.2,51.8,0,3,0
STU2765,19,75.2,6.45,0,1,93.5,67.6,50.2,57.2,0,1,0
STU1180,21,71.5,6.01,1,1,61.3,63.7,61.6,53.3,0,1,1
STU2048,21,82.3,5.75,1,2,66.6,87.9,52.3,66.9,0,0,0
STU2756,21,70.0,7.04,0,0,81.7,61.5,70.1,89.9,0,0,0
STU1951,18,62.0,7.93,1,1,66.7,56.0,65.3,80.3,0,1,0
STU2317,20,74.1,7.56,0,0,79.5,60.0,64.0,74.7,0,1,0
STU2620,20,72.8,7.27,1,1,74.3,93.5,89.0,68.6,0,0,0
STU1529,21,89.0,6.1,0,0,65.9,60.2,30.7,71.1,0,1,0
STU1347,20,73.9,5.91,0,0,71.9,66.9,66.3,51.2,0,2,0
STU2388,19,70.0,6.54,0,1,65.3,66.8,66.3,77.8,0,1,0
STU2961,21,91.7,6.39,1,2,78.9,62.3,69.5,39.8,0,1,0
STU2051,19,88.0,7.22,0,0,70.7,52.6,51.0,78.7,0,0,0
STU2973,21,78.8,6.6,0,0,64.5,68.6,64.2,64.2,0,0,0
STU2442,21,76.6,5.47,0,0,66.0,36.4,43.7,45.8,1,0,1
STU1602,20,92.9,6.84,1,1,93.3,57.5,71.8,50.2,0,0,0
STU2282,18,85.2,7.18,0,0,90.6,75.1,75.3,80.2,1,2,0
STU1244,19,87.3,6.05,0,0,94.5,57.5,44.1,45.4,0,0,0
STU2337,21,73.0,7.6,2,2,67.5,67.8,51.0,53.9,0,1,0
STU2068,21,81.2,7.69,0,1,84.9,75.4,72.8,38.1,0,1,0
STU2476,20,83.3,5.74,2,3,96.6,88.1,57.1,69.9,1,2,0
STU1313,23,92.4,6.84,1,0,71.1,68.3,56.4,91.1,1,2,0
STU1436,20,64.5,7.65,1,1,92.7,62.3,51.2,71.1,0,0,0
STU2899,20,68.4,7.23,1,2,95.0,67.2,57.4,73.9,0,0,0
STU2329,20,67.9,7.33,3,3,77.7,71.2,74.1,45.3,1,1,1
STU1309,21,91.5,7.14,0,0,69.6,58.3,62.5,82.2,0,1,0
STU1431,19,57.7,6.75,1,2,93.3,47.5,68.0,67.0,0,0,0
STU1661,18,63.9,5.18,0,0,63.0,50.5,69.5,69.7,1,0,0
STU1371,21,62.8,5.25,2,2,64.0,54.2,53.4,74.5,0,1,0
STU1567,20,78.4,3.73,1,1,100.0,64.9,64.0,62.6,0,1,0
STU1980,21,100.0,6.09,1,1,62.0,44.9,61.2,84.3,0,0,0
STU1182,21,78.8,6.88,0,0,97.4,69.5,81.3,73.9,0,0,0
STU2363,18,78.6,8.72,1,1,57.8,68.3,71.1,29.0,0,0,0
STU1622,21,67.8,6.76,0,0,87.9,87.4,56.6,75.3,1,0,0
STU1819,21,85.0,7.38,0,0,58.6,62.5,69.8,63.9,0,0,0
STU2193,20,77.0,7.13,0,0,91.0,53.1,63.3,70.2,1,0,1
STU1953,21,72.5,6.72,1,1,68.7,62.0,56.1,58.1,0,1,0
STU2422,20,74.6,5.6,1,1,62.7,52.0,71.2,73.8,1,0,0
STU2841,20,59.4,6.22,2,2,77.0,58.8,72.0,66.2,0,1,0
STU1923,21,60.7,6.99,0,0,72.0,51.0,54.0,81.4,0,1,0
STU2074,18,85.2,6.52,1,2,61.2,59.8,32.2,61.1,0,0,0
STU1297,21,100.0,6.54,0,0,89.1,57.1,62.1,49.8,0,1,0
STU1967,20,92.9,6.39,0,0,77.9,55.4,49.9,61.9,0,0,0
STU1462,19,60.2,6.75,1,1,93.2,67.9,43.7,46.9,1,1,0
STU2303,21,87.3,7.79,0,0,79.9,77.8,82.6,43.4,0,0,0
STU2177,20,86.4,8.92,1,1,100.0,57.1,89.6,63.2,0,3,0
STU1378,18,67.6,6.67,1,1,87.9,43.4,40.1,67.7,0,0,0
STU1799,22,82.9,6.35,2,2,78.9,58.0,55.7,84.7,0,2,0
STU2103,21,85.4,7.84,0,2,59.7,71.2,50.1,40.3,0,2,0
STU1106,20,69.9,7.58,1,1,87.6,76.9,88.5,89.5,0,0,0
STU1127,22,100.0,7.81,0,0,68.2,67.5,61.5,61.8,1,2,0
STU2996,21,67.9,5.33,1,1,86.0,76.9,51.9,96.5,1,1,0
STU1839,23,90.4,8.0,0,0,86.7,72.6,47.0,49.5,0,0,0
STU1356,21,49.8,6.05,0,0,100.0,61.2,43.6,48.4,1,1,0
STU2617,24,90.3,6.69,0,0,49.7,59.0,78.8,72.1,0,1,0
STU1683,22,87.9,6.18,0,0,91.0,77.4,63.4,80.0,0,0,0
STU1813,21,71.0,6.78,0,2,74.8,77.5,68.4,64.0,0,0,0
STU2681,19,68.4,6.27,1,1,65.6,41.6,71.9,77.0,0,1,1
STU1210,20,70.8,6.46,1,1,80.7,52.5,62.9,86.0,0,1,0
STU2493,20,72.6,6.59,0,1,59.9,38.2,49.9,70.2,0,0,0
STU1141,21,74.9,6.65,2,3,93.8,64.0,68.7,98.5,0,1,0
STU2975,19,68.0,8.1,1,0,78.3,68.6,95.0,45.4,0,0,0
STU2340,20,56.5,7.93,1,1,83.2,60.4,73.3,73.7,0,0,0
STU2798,20,63.3,7.01,1,1,62.2,54.8,55.6,94.9,0,1,0
STU2575,19,68.7,7.92,1,1,86.4,94.4,73.5,88.3,0,0,0
STU2182,22,58.0,6.72,0,0,75.8,61.8,25.9,61.9,0,1,0
STU2394,21,63.4,5.97,0,0,55.1,57.9,67.2,80.3,0,0,0
STU2816,20,67.2,6.39,2,2,67.6,72.2,82.0,97.3,1,1,0
STU1712,21,84.5,6.24,2,1,61.5,59.5,69.9,74.5,0,1,0
STU2794,20,84.7,7.92,0,1,80.7,64.4,58.5,68.5,0,0,0
STU1893,20,74.9,5.7,1,0,94.9,75.7,62.4,77.5,1,1,0
STU1860,21,65.3,6.58,3,4,90.7,71.4,43.3,76.4,1,2,1
STU1011,22,60.8,7.16,0,1,99.3,60.7,51.1,55.9,0,1,0
STU2695,19,91.4,7.46,0,1,83.1,71.6,70.3,67.0,0,1,0
STU2428,22,82.3,6.9,0,0,71.6,79.3,83.6,72.0,0,1,0
STU1283,22,89.3,7.6,0,0,55.9,36.4,54.5,61.3,0,0,0
STU1811,20,68.4,6.87,0,0,64.0,71.1,90.3,66.1,0,0,0
STU2342,21,85.2,7.0,0,0,75.9,74.0,61.7,70.7,0,1,0
STU1292,21,89.7,5.23,2,1,71.1,50.9,57.4,57.5,0,0,1
STU1755,23,88.9,8.58,0,0,60.7,67.0,69.5,44.2,1,0,0
STU1627,20,92.2,6.26,0,0,81.1,68.2,69.2,39.1,0,1,0
STU1944,22,72.5,6.04,0,0,66.9,55.9,58.9,86.5,0,1,0
STU1862,19,83.6,7.4,0,0,100.0,36.1,62.8,81.2,0,0,0
STU1130,19,88.8,5.82,0,0,83.2,59.8,81.6,58.9,0,0,0
STU2176,18,54.9,6.61,1,1,84.3,65.4,91.9,60.6,0,1,0
STU1324,21,76.1,6.92,2,2,79.8,47.6,66.5,68.5,0,0,0
STU2091,20,90.9,7.1,0,0,77.3,43.5,40.6,63.7,0,0,0
STU1844,20,84.8,5.66,1,0,64.3,67.6,64.1,56.7,0,1,0
STU1964,20,67.2,6.31,3,3,61.9,67.9,68.9,37.7,0,0,0
STU2865,21,55.4,6.19,0,0,84.0,48.7,62.3,94.9,0,0,0
STU1866,22,60.9,6.89,0,0,72.5,43.6,62.4,59.5,0,1,0
STU1922,19,78.7,7.63,0,0,66.6,74.5,73.3,64.2,1,0,0
STU1696,19,87.5,7.16,0,0,66.7,59.8,75.0,55.7,0,1,0
STU1216,22,76.2,8.18,1,2,87.6,59.5,73.0,74.3,0,1,0
STU2781,22,80.5,6.52,0,0,86.1,66.5,56.3,75.9,0,0,0
STU2262,21,62.9,7.7,0,1,95.9,55.6,77.6,64.6,0,0,0
STU1159,20,84.1,7.85,1,1,90.3,54.1,70.6,75.5,1,0,0
STU2059,21,67.9,6.87,1,0,92.9,86.4,50.7,37.0,0,0,0
STU1989,20,78.7,6.31,1,1,91.2,63.2,65.4,85.8,0,0,0
STU1842,21,89.2,5.8,1,1,90.0,50.9,60.3,52.9,0,0,0
STU1635,20,89.7,7.11,0,0,51.9,64.4,85.7,46.0,0,0,0
STU1517,21,76.1,7.61,0,0,92.4,65.2,50.9,43.9,0,0,0
STU2429,21,98.5,7.81,2,1,67.7,74.5,74.2,53.3,0,0,0
STU2748,21,86.8,5.3,0,1,57.9,45.0,90.4,49.2,0,0,1
STU1598,22,79.4,7.13,1,0,73.6,71.5,53.8,71.6,0,0,0
STU1196,19,53.7,5.96,0,0,56.2,39.5,59.7,69.6,0,0,0
STU2784,19,92.2,6.28,0,0,93.9,52.9,66.4,80.1,0,1,0
STU1870,20,82.9,6.9,1,0,74.0,45.4,76.5,49.9,0,0,0
STU1411,19,65.2,8.23,0,0,66.8,48.8,62.5,87.6,0,0,0
STU1097,19,86.4,7.35,1,2,83.3,55.8,66.6,68.3,0,0,0
STU2001,20,91.0,6.54,0,0,99.4,88.6,66.7,39.0,0,0,0
STU2506,21,95.8,5.85,1,1,67.4,59.1,87.2,41.3,0,0,0
STU1157,21,80.0,7.16,1,0,61.2,81.4,69.2,73.6,0,0,0
STU1420,22,48.1,8.16,0,0,69.3,53.7,50.3,34.2,0,0,0
STU2803,20,73.4,7.5,1,2,69.6,63.8,74.2,57.6,1,1,0
STU1478,19,78.5,6.28,1,1,57.8,51.7,74.3,53.9,0,2,0
STU2856,20,53.5,6.53,0,0,96.9,52.5,71.9,57.2,0,0,0
STU1669,20,75.8,8.65,0,0,55.6,71.4,64.2,69.5,0,1,0
STU2418,22,87.3,7.76,0,0,54.6,55.1,58.0,74.6,1,1,0
STU2872,20,63.7,9.25,0,0,62.2,61.0,52.0,76.2,0,1,0
STU2300,19,77.8,7.2,0,0,63.7,80.4,47.6,54.7,0,1,0
STU1448,20,70.5,6.82,0,0,80.9,65.1,55.7,54.0,0,0,0
STU1554,23,51.0,7.16,1,0,73.6,95.0,31.1,72.1,0,1,0
STU1179,20,83.2,4.7,0,0,79.6,50.9,49.2,54.0,0,1,1
STU1391,18,52.5,6.98,1,0,100.0,68.4,80.3,55.9,0,1,0
STU1579,20,91.2,6.32,2,2,51.4,61.4,65.0,87.7,0,1,0
STU2478,19,73.3,7.44,1,3,78.5,58.4,60.7,65.3,0,1,0
STU2707,20,73.9,7.81,0,0,58.1,73.6,40.1,87.0,0,0,0
STU2288,20,88.9,6.03,1,2,66.6,60.4,53.5,61.6,0,4,0
STU2645,19,72.7,7.93,0,0,59.2,55.8,40.1,50.3,1,0,0
STU2024,21,66.9,5.76,0,1,67.7,59.9,68.1,85.8,0,1,0
STU1821,20,57.5,6.33,0,2,84.3,95.0,89.8,76.8,0,0,0
STU2825,19,72.1,4.91,2,3,68.7,57.1,57.2,76.4,0,1,0
STU1985,21,60.1,5.36,1,0,90.3,71.9,53.8,82.6,0,0,0
STU2339,24,63.1,7.11,2,2,76.4,57.6,48.7,67.5,0,2,0
STU1665,20,70.9,9.32,2,3,100.0,63.9,59.7,82.8,0,3,0
STU1143,18,100.0,7.09,1,2,70.5,59.6,72.7,84.1,1,1,0
STU2517,20,81.4,6.87,1,1,60.8,54.4,54.2,30.8,0,0,0
STU2430,21,85.5,9.09,0,0,64.6,50.4,64.1,33.2,0,0,0
STU1865,20,63.0,5.93,0,0,99.9,61.6,75.3,48.1,0,0,0
STU1422,19,72.6,7.57,0,0,59.4,44.9,70.1,60.5,0,0,0
STU1637,20,72.0,3.66,1,1,57.3,30.4,43.1,74.8,0,0,0
STU2407,21,84.5,5.21,0,1,80.1,59.3,78.1,61.4,0,0,0
STU1800,21,68.3,6.37,1,0,72.2,45.6,58.8,47.4,0,2,0
STU2404,20,88.6,6.8,0,0,57.9,47.5,76.3,74.3,0,1,0
STU1616,19,67.9,8.46,0,0,84.4,50.4,64.4,67.5,0,0,0
STU1295,20,90.0,6.87,0,0,100.0,62.2,82.4,62.5,0,1,0
STU1924,20,68.3,5.48,0,0,70.6,41.4,61.4,50.4,0,0,0
STU2269,21,72.2,7.54,0,0,99.5,77.3,72.3,60.0,0,1,0
STU2903,21,57.7,6.64,0,0,77.0,59.0,33.3,56.0,0,1,0
STU1089,21,68.4,6.36,1,0,81.3,68.1,42.4,100.0,0,0,0
STU1042,21,83.9,6.65,1,1,60.4,59.6,52.3,71.4,0,1,0
STU2802,21,67.0,5.41,0,0,51.2,69.0,59.0,67.4,0,0,0
STU2934,22,89.2,6.78,0,0,93.7,58.3,89.2,59.7,0,0,0
STU1132,19,100.0,6.03,0,1,100.0,36.0,63.1,87.1,1,2,0
STU2002,20,84.3,6.5,1,1,50.0,66.5,63.2,65.3,0,0,0
STU2158,22,72.8,7.29,1,3,89.1,74.8,78.3,62.0,1,1,0
STU2095,20,97.9,7.31,0,1,79.1,62.7,68.8,64.6,0,1,0
STU2855,21,77.1,5.96,1,1,81.8,61.5,57.8,56.8,0,0,0
STU2345,19,58.4,6.72,1,2,69.7,60.3,43.8,60.5,0,0,0
STU2499,21,73.2,7.52,0,1,81.7,56.6,52.1,71.5,1,0,0
STU1165,22,83.3,6.57,1,1,100.0,56.6,70.3,55.6,0,1,0
STU1725,19,69.0,7.05,1,0,79.7,50.6,91.3,78.3,1,1,0
STU1291,20,81.4,6.36,0,0,72.5,57.4,73.9,85.2,0,1,0
STU2209,23,88.3,6.41,0,0,59.2,55.4,77.7,36.8,0,1,0
STU2589,19,66.4,6.61,1,0,93.9,49.2,67.4,49.9,0,0,0
STU2897,18,59.6,7.38,1,1,57.9,52.1,68.0,51.3,0,1,0
STU2642,21,96.0,4.94,1,1,62.9,92.6,85.9,47.8,1,1,0
STU2362,22,48.9,6.94,0,0,93.9,68.0,66.2,53.6,0,0,0
STU1779,21,81.6,6.73,1,1,75.7,77.8,51.1,81.1,0,0,0
STU1840,20,76.9,7.2,0,0,81.1,62.7,53.7,53.2,0,1,0
STU1349,18,94.0,7.21,1,1,40.7,64.5,60.6,75.9,1,0,1
STU2945,20,90.8,8.02,0,0,92.4,49.2,58.0,63.5,0,1,0
STU1572,20,83.7,8.44,0,0,69.6,65.2,53.3,68.3,0,0,0
STU1918,21,98.0,6.75,0,0,52.0,52.4,73.6,81.2,0,0,0
STU1977,22,66.6,6.95,2,3,58.7,62.1,76.1,59.1,0,1,0
STU2914,18,60.2,6.65,1,1,83.6,47.9,72.5,81.1,1,1,1
STU2469,19,93.1,7.17,1,1,85.5,67.3,82.9,63.5,0,0,0
STU2592,19,92.2,6.97,0,1,74.0,63.9,51.9,63.1,1,0,0
STU2318,21,68.0,8.13,0,1,72.3,95.0,40.8,63.4,0,1,0
STU2845,19,77.0,8.24,0,0,81.8,63.9,78.8,49.5,0,0,0
STU1137,21,79.0,8.18,0,0,76.7,74.2,70.4,49.0,0,2,0
STU1459,21,53.9,6.22,1,1,80.3,67.7,70.4,61.3,1,2,0
STU1376,24,46.7,4.6,0,1,62.6,62.5,65.5,45.5,0,2,0
STU2343,21,96.3,6.92,1,1,82.3,59.2,54.0,75.4,0,2,0
STU1334,19,75.6,7.82,1,2,100.0,69.9,52.4,81.9,0,0,0
STU2160,19,67.6,4.68,1,0,89.6,58.2,56.3,67.5,1,2,0
STU2761,19,70.7,9.21,0,0,61.1,72.6,66.4,53.2,0,1,0
STU2458,21,64.7,8.07,0,0,81.1,83.7,55.2,66.3,0,2,0
STU1817,20,58.5,8.68,0,0,59.7,80.9,53.4,70.5,1,1,0
STU2115,21,79.4,8.45,1,0,78.0,37.8,51.0,72.4,0,1,0
STU2006,21,70.4,5.21,1,2,100.0,55.4,48.2,64.8,0,2,0
STU2857,20,62.2,7.58,0,1,83.7,57.1,68.2,61.3,1,0,0
STU2955,21,76.3,6.59,0,0,43.9,67.3,69.6,37.9,1,1,0
STU2851,20,83.1,7.81,1,1,29.5,38.3,89.4,59.7,0,0,0
STU1911,20,70.2,6.02,0,0,96.9,69.4,43.6,79.5,1,0,0
STU2930,21,66.9,6.97,1,2,87.7,63.1,53.0,79.2,0,2,0
STU2126,20,82.7,8.28,0,0,74.9,57.0,67.3,93.9,0,0,0
STU1329,19,78.0,7.37,0,0,59.2,65.9,64.3,64.2,0,0,0
STU2248,18,59.8,7.85,0,0,87.3,39.6,47.8,83.3,0,0,0
STU1319,22,100.0,5.85,0,0,70.6,48.6,33.5,59.5,0,4,0
STU2690,22,92.2,5.9,0,0,65.8,61.6,55.3,57.8,0,2,0
STU2359,20,63.8,6.37,0,1,71.5,84.9,61.5,78.5,0,0,0
STU2733,20,100.0,8.17,1,1,58.5,75.5,78.0,49.8,0,0,0
STU1168,21,55.5,5.78,0,0,69.4,79.9,71.8,84.2,0,0,0
STU1013,21,83.9,7.49,1,1,96.8,62.0,85.7,54.4,0,2,0
STU2927,20,85.5,6.7,1,1,57.6,79.3,61.4,44.4,0,0,0
STU1172,21,63.1,7.41,0,0,49.8,57.9,74.6,77.7,0,0,0
STU1650,20,100.0,6.56,2,1,91.8,75.1,45.5,63.2,0,0,0
STU2062,22,78.4,7.6,1,0,96.6,46.4,49.4,69.2,0,1,0
STU1261,20,47.5,7.09,1,1,99.9,70.9,56.6,40.3,0,0,0
STU2367,19,76.4,6.25,2,2,70.2,52.0,57.6,62.9,0,0,0
STU2549,21,66.9,7.14,0,0,60.7,63.4,63.5,76.6,0,0,0
STU1902,21,59.1,6.87,5,5,66.7,61.9,93.0,64.6,0,1,1
STU1673,20,70.4,7.36,0,0,51.9,85.8,53.2,88.3,0,1,0
STU1259,20,89.0,8.31,2,2,81.1,81.8,73.8,68.6,0,0,0
STU1845,21,68.0,6.76,0,0,83.3,37.7,43.9,62.5,1,0,1
STU1868,20,94.4,6.47,2,1,94.6,66.5,59.4,70.4,0,0,0
STU2800,20,75.4,7.21,1,1,68.2,62.8,44.8,55.4,0,0,0
STU1139,23,79.8,5.79,1,0,62.5,64.8,58.4,70.3,0,0,0
STU1894,21,68.0,5.97,3,3,93.1,62.2,52.5,68.3,0,0,1
STU2838,20,74.3,6.03,0,0,100.0,66.1,50.0,67.9,0,2,0
STU1550,21,82.0,5.98,0,0,94.3,74.3,61.4,75.6,0,0,0
STU1320,19,72.8,9.82,2,2,73.4,95.0,55.6,82.2,0,1,0
STU2527,22,80.6,7.26,0,0,100.0,56.5,75.0,59.2,0,2,0
STU2806,18,44.5,6.42,0,1,84.3,41.1,55.3,82.3,0,1,0
STU2178,21,78.1,8.19,2,2,87.4,62.9,54.9,78.8,1,1,0
STU1559,19,93.2,7.59,1,0,62.4,63.9,79.3,88.1,0,4,0
STU1140,24,91.1,7.11,0,0,76.3,54.0,67.6,58.3,0,0,0
STU2735,20,76.9,6.46,1,1,72.7,81.5,59.2,61.7,0,0,0
STU1532,19,82.5,7.09,1,1,74.6,55.6,58.5,84.0,0,0,0
STU1225,21,62.8,6.11,1,3,61.4,44.3,95.0,97.4,0,1,0
STU1724,19,78.2,6.44,0,0,87.5,68.0,30.7,63.4,1,0,0
STU1787,21,76.1,5.48,0,1,67.6,71.6,81.8,62.2,0,0,0
STU2718,20,81.3,6.34,0,0,56.2,44.2,77.0,47.3,0,0,0
STU2008,20,88.7,7.22,2,3,63.8,63.1,71.1,60.7,0,1,0
STU1410,19,69.6,5.1,0,0,45.3,65.7,49.6,69.6,0,0,1
STU1326,21,82.2,6.36,0,0,100.0,92.5,54.0,42.7,0,0,0
STU2766,20,90.0,6.93,0,0,62.3,72.8,55.4,71.7,0,0,0
STU1300,21,72.3,6.61,2,2,45.4,56.0,65.3,62.2,0,1,0
STU2263,22,80.0,7.3,0,0,100.0,67.9,50.5,77.4,1,0,0
STU2946,18,75.4,4.98,2,1,77.8,64.3,54.0,83.0,1,1,0
STU1026,20,58.3,5.84,1,1,93.7,61.9,88.2,64.8,1,0,1
STU2859,21,71.1,7.94,0,0,92.6,68.4,68.1,79.6,0,0,0
STU1715,20,74.3,6.22,0,1,97.4,56.0,49.0,99.8,0,0,0
STU2010,21,84.9,7.1,0,0,64.8,67.6,69.1,100.0,0,1,0
STU1194,22,76.4,5.8,0,1,67.2,60.5,74.0,42.6,0,0,0
STU1441,20,76.8,7.13,3,3,54.8,62.7,88.0,48.1,0,1,0
STU1574,19,78.2,7.24,1,1,52.5,66.0,64.4,65.3,0,0,0
STU1947,21,95.2,8.19,1,0,88.4,74.3,66.3,98.6,1,0,0
STU1998,21,100.0,7.58,1,1,81.3,59.5,69.1,38.2,0,1,0
STU1504,19,81.8,7.6,2,5,62.6,63.6,69.3,84.9,0,1,0
STU1606,21,65.2,6.99,0,0,89.4,73.4,54.7,69.9,0,1,0
STU2717,20,85.2,6.79,0,1,65.7,67.9,71.2,68.7,0,2,0
STU2164,19,84.1,6.98,2,2,64.5,54.2,46.4,36.0,0,2,0
STU2787,22,72.0,7.34,1,0,94.5,75.2,71.2,68.2,0,3,0
STU1847,25,69.2,7.7,2,2,68.2,42.6,48.3,82.6,1,1,0
STU1004,22,79.0,9.04,0,0,73.8,57.5,67.1,75.7,0,0,0
STU2287,19,59.7,5.86,1,0,72.8,61.7,49.3,77.6,1,1,0
STU2223,21,56.1,8.15,0,1,66.5,74.8,61.3,73.0,0,0,0
STU1468,23,91.9,6.49,1,0,58.2,73.4,86.2,88.3,0,0,0
STU1322,20,91.1,6.9,0,0,60.5,58.4,65.5,94.5,0,2,0
